6400	9600
0.5	66	153	224	272	375	445	501	584	647	765	822	884	961	1061	1127	1264	1353	1429	1449	1526	1636	1749	1798	1854	1970	2011	2124	2197	2258	2395	2413	2530	2570	2685	2735	2859	2953	2964	3110	3147	3278	3302	3437	3468	3521	3630	3690	3796	3891	3920	4067	4114	4238	4309	4324	4404	4503	4600	4719	4770	4805	4937	5018	5118	5164	5213	5313	5369	5448	5586	5631	5759	5835	5857	5927	6035	6145	6199	6260	6391
0.5	70	119	207	244	383	427	495	581	649	735	874	930	1016	1078	1152	1220	1309	1373	1446	1527	1657	1729	1838	1898	1942	2012	2142	2196	2275	2375	2435	2538	2577	2652	2793	2870	2955	2980	3074	3139	3247	3329	3376	3476	3597	3665	3729	3779	3917	3942	4076	4153	4217	4308	4360	4412	4490	4619	4685	4774	4846	4959	4979	5040	5186	5211	5332	5397	5498	5581	5677	5731	5773	5858	5986	6022	6084	6177	6242	6338
0.5	77	108	236	308	333	457	546	611	648	733	846	951	969	1105	1160	1239	1359	1435	1496	1539	1602	1758	1784	1897	1924	2022	2148	2194	2242	2343	2421	2527	2581	2709	2725	2817	2913	2972	3119	3168	3205	3319	3407	3517	3542	3676	3734	3783	3853	3956	4020	4092	4202	4288	4324	4478	4523	4613	4696	4799	4822	4886	4962	5102	5151	5276	5317	5431	5459	5560	5631	5699	5789	5865	5940	6071	6127	6216	6301	6342
-0.5	47	148	238	242	338	466	521	614	703	760	821	893	1026	1065	1155	1278	1309	1414	1516	1583	1643	1744	1821	1896	1994	2064	2099	2206	2309	2361	2449	2489	2571	2682	2746	2865	2882	2965	3097	3176	3203	3299	3421	3487	3573	3621	3735	3833	3883	3976	4048	4145	4160	4247	4330	4421	4549	4586	4685	4760	4834	4920	5018	5050	5152	5277	5307	5396	5514	5581	5676	5746	5761	5869	5928	6001	6117	6170	6283	6380
0.5	4	86	209	285	389	427	483	633	714	783	826	897	994	1094	1188	1221	1333	1371	1508	1532	1661	1688	1807	1865	1937	2077	2128	2186	2286	2328	2404	2504	2614	2658	2728	2849	2933	2989	3099	3166	3249	3301	3366	3444	3521	3616	3748	3829	3877	3980	4010	4113	4200	4272	4328	4476	4521	4632	4693	4731	4812	4947	5020	5104	5171	5263	5286	5430	5489	5537	5627	5727	5822	5869	5964	6039	6119	6229	6278	6374
0.5	11	159	237	259	390	441	504	632	674	769	828	925	1028	1119	1159	1250	1346	1439	1475	1553	1615	1713	1792	1900	1966	2073	2148	2237	2269	2392	2463	2518	2582	2668	2776	2815	2899	3034	3097	3198	3213	3344	3427	3489	3575	3622	3749	3764	3910	3938	4049	4124	4165	4317	4399	4451	4529	4616	4703	4752	4850	4884	4992	5068	5154	5242	5359	5437	5476	5546	5663	5700	5796	5883	5956	6041	6146	6181	6269	6372
0.5	8	145	229	281	379	427	545	605	643	779	846	926	973	1046	1137	1205	1314	1418	1458	1598	1662	1707	1796	1911	1961	2050	2151	2182	2240	2323	2472	2547	2569	2658	2757	2841	2923	3019	3081	3165	3210	3306	3427	3442	3532	3676	3682	3779	3862	3976	4038	4110	4228	4241	4326	4469	4559	4590	4681	4739	4851	4923	4970	5090	5181	5225	5321	5398	5480	5580	5662	5720	5768	5865	5973	6074	6117	6174	6249	6394
-0.5	27	117	237	272	360	421	525	581	706	742	836	940	1037	1057	1124	1214	1289	1399	1448	1533	1659	1730	1799	1869	1976	2063	2090	2216	2317	2324	2414	2524	2622	2675	2744	2872	2913	3001	3115	3136	3276	3300	3409	3516	3584	3605	3733	3760	3894	3972	4065	4084	4226	4277	4387	4474	4504	4585	4699	4781	4827	4895	4973	5087	5137	5252	5321	5402	5493	5570	5628	5746	5831	5910	5983	6079	6088	6179	6317	6377
0.5	46	91	233	311	324	401	516	621	653	725	853	901	1028	1057	1125	1258	1311	1433	1441	1595	1641	1693	1795	1840	1966	2067	2152	2225	2262	2385	2475	2543	2622	2640	2782	2860	2957	2963	3057	3161	3271	3281	3410	3492	3555	3642	3708	3779	3906	3974	4036	4098	4191	4287	4337	4431	4516	4580	4715	4783	4835	4897	5020	5051	5159	5252	5314	5418	5507	5545	5608	5718	5822	5904	5968	6068	6139	6203	6286	6349
0.5	79	146	239	262	326	416	508	620	676	734	861	908	1031	1094	1148	1213	1332	1365	1514	1592	1645	1686	1808	1842	1950	2062	2147	2192	2246	2366	2476	2543	2594	2696	2780	2810	2890	2989	3112	3184	3240	3281	3370	3467	3529	3639	3705	3837	3858	3940	4076	4108	4227	4290	4356	4449	4533	4575	4718	4731	4822	4899	5007	5062	5125	5265	5319	5382	5498	5583	5603	5739	5833	5913	5999	6060	6129	6179	6266	6331
0.5	3	98	239	255	384	413	527	601	651	788	871	931	968	1103	1174	1229	1347	1421	1491	1598	1600	1743	1815	1886	1961	2027	2113	2232	2309	2375	2432	2509	2564	2719	2728	2862	2912	3029	3056	3143	3215	3317	3387	3444	3548	3665	3741	3819	3858	3991	4035	4151	4179	4260	4384	4441	4559	4620	4708	4733	4850	4942	4963	5073	5134	5244	5296	5434	5454	5580	5613	5747	5799	5872	5978	6039	6134	6227	6302	6341
-0.5	48	80	189	294	382	421	556	605	685	744	874	923	986	1051	1143	1273	1338	1422	1470	1526	1636	1731	1770	1882	1962	2058	2101	2238	2319	2341	2432	2481	2599	2693	2769	2802	2946	2972	3044	3143	3221	3283	3429	3444	3583	3618	3716	3805	3907	3939	4014	4106	4232	4277	4371	4448	4557	4562	4684	4733	4806	4894	5016	5058	5142	5210	5337	5427	5477	5541	5637	5680	5829	5879	5945	6012	6102	6166	6289	6324
0.5	16	120	170	251	365	435	499	591	648	769	826	921	1009	1064	1134	1249	1301	1380	1462	1593	1650	1722	1769	1896	1988	2070	2084	2233	2285	2324	2422	2514	2566	2676	2720	2851	2918	2970	3064	3150	3238	3317	3437	3463	3542	3643	3741	3836	3858	3959	4057	4109	4190	4318	4343	4407	4484	4581	4716	4752	4833	4903	5029	5052	5125	5279	5290	5365	5469	5573	5613	5691	5772	5854	5981	6067	6095	6198	6277	6383
0.5	25	142	204	282	364	449	549	605	667	795	838	949	965	1119	1166	1254	1348	1367	1455	1542	1600	1713	1766	1868	1959	2071	2157	2229	2262	2398	2403	2503	2605	2691	2760	2879	2944	2968	3094	3196	3234	3303	3372	3493	3547	3646	3684	3760	3900	3931	4000	4154	4181	4277	4337	4428	4502	4596	4667	4766	4840	4947	4985	5040	5158	5260	5314	5374	5475	5524	5637	5759	5806	5914	5935	6027	6103	6212	6289	6349
-0.5	46	97	176	307	354	401	535	608	664	752	828	900	969	1081	1190	1220	1287	1380	1469	1595	1678	1704	1769	1916	1940	2023	2112	2187	2266	2353	2445	2513	2601	2677	2760	2831	2938	2990	3075	3161	3232	3317	3399	3469	3574	3635	3737	3771	3869	3989	4000	4116	4180	4254	4366	4421	4481	4634	4703	4733	4849	4943	4996	5071	5194	5241	5289	5385	5476	5529	5611	5715	5819	5894	5997	6043	6116	6212	6273	6354
0.5	9	119	239	242	384	455	511	583	659	729	804	898	1004	1073	1161	1249	1308	1435	1515	1589	1603	1691	1831	1916	1999	2015	2084	2181	2282	2378	2418	2524	2627	2663	2770	2818	2948	2982	3055	3173	3273	3293	3434	3466	3529	3655	3704	3838	3875	3992	4055	4151	4212	4291	4342	4401	4522	4634	4658	4754	4852	4902	4963	5061	5165	5217	5332	5389	5491	5539	5608	5710	5820	5915	5952	6003	6140	6195	6307	6389
-0.5	45	136	191	276	365	418	553	622	667	780	817	943	1008	1081	1137	1265	1331	1411	1493	1534	1655	1692	1794	1870	1995	2045	2120	2164	2253	2373	2418	2488	2574	2684	2774	2840	2931	2975	3114	3152	3234	3314	3369	3457	3597	3641	3722	3812	3871	3932	4015	4126	4171	4315	4360	4459	4543	4569	4703	4799	4829	4946	4984	5101	5136	5219	5293	5365	5447	5576	5667	5711	5807	5906	5945	6068	6081	6202	6258	6330
-0.5	54	144	190	249	347	442	518	621	654	788	808	937	1032	1116	1172	1227	1305	1394	1511	1581	1625	1732	1801	1863	1954	2012	2141	2197	2267	2383	2435	2535	2629	2692	2721	2826	2942	3038	3086	3177	3211	3292	3438	3441	3534	3672	3683	3821	3905	3952	4012	4127	4211	4260	4334	4412	4495	4591	4718	4792	4851	4952	5020	5044	5152	5207	5315	5362	5455	5599	5652	5699	5828	5891	5991	6078	6135	6193	6293	6334
-0.5	58	97	176	317	326	451	495	638	698	727	870	919	996	1090	1190	1247	1314	1387	1459	1555	1617	1756	1791	1867	1939	2046	2090	2162	2310	2398	2440	2546	2568	2649	2736	2826	2914	3013	3074	3170	3251	3329	3421	3480	3597	3667	3741	3833	3841	3933	4056	4085	4209	4299	4353	4421	4516	4568	4702	4777	4830	4882	4963	5084	5173	5234	5292	5400	5474	5591	5674	5722	5782	5898	5947	6065	6094	6222	6288	6342
-0.5	79	83	184	291	339	434	542	622	653	784	837	919	987	1105	1193	1203	1292	1366	1503	1532	1662	1724	1821	1865	1948	2053	2094	2206	2240	2364	2423	2525	2629	2657	2736	2804	2955	3028	3055	3129	3221	3307	3423	3498	3590	3657	3725	3805	3848	3938	4006	4083	4230	4288	4379	4409	4515	4637	4644	4767	4807	4915	5008	5111	5149	5205	5281	5379	5475	5556	5640	5715	5825	5910	5926	6051	6095	6168	6270	6321
0.5	76	128	221	319	368	474	492	586	673	787	847	890	972	1085	1192	1243	1287	1419	1502	1525	1622	1696	1811	1856	1954	2013	2096	2227	2287	2345	2465	2535	2588	2677	2786	2817	2888	3037	3059	3178	3248	3340	3433	3444	3546	3652	3737	3821	3845	3942	4007	4081	4181	4277	4382	4401	4520	4586	4703	4779	4878	4947	5000	5042	5148	5252	5304	5361	5461	5559	5671	5729	5802	5879	5945	6075	6141	6171	6313	6348
0.5	59	138	201	281	329	454	488	634	641	795	868	938	965	1071	1187	1204	1358	1400	1458	1597	1668	1720	1835	1849	1979	2041	2128	2234	2315	2331	2417	2549	2561	2713	2755	2823	2890	2969	3089	3197	3261	3327	3368	3480	3565	3667	3715	3765	3842	3927	4027	4116	4217	4305	4343	4431	4541	4563	4658	4730	4808	4902	5012	5115	5156	5242	5284	5386	5504	5533	5666	5701	5820	5913	5991	6079	6131	6202	6282	6359
-0.5	37	128	232	300	382	459	532	610	668	742	878	921	1017	1093	1162	1237	1300	1368	1465	1549	1670	1736	1798	1864	1955	2064	2127	2222	2253	2394	2454	2517	2612	2672	2781	2872	2914	2978	3101	3151	3270	3352	3438	3484	3582	3619	3734	3774	3909	3929	4055	4095	4231	4265	4349	4442	4501	4615	4689	4777	4848	4936	5025	5102	5157	5267	5309	5404	5442	5559	5637	5706	5833	5850	5939	6027	6102	6168	6269	6321
0.5	62	156	234	240	359	443	482	580	699	748	869	910	1034	1107	1131	1248	1354	1367	1495	1580	1607	1687	1824	1881	1993	2016	2153	2186	2276	2372	2406	2534	2614	2700	2753	2816	2907	2960	3106	3188	3219	3293	3428	3462	3522	3607	3715	3764	3890	3954	4074	4102	4239	4306	4355	4402	4549	4562	4714	4771	4871	4883	4961	5071	5181	5201	5357	5431	5458	5571	5628	5701	5834	5843	5961	6017	6093	6208	6277	6393
0.5	55	100	199	273	340	416	516	579	672	773	853	891	976	1044	1154	1211	1331	1365	1513	1532	1613	1734	1790	1841	1986	2019	2109	2172	2275	2355	2467	2548	2603	2649	2783	2860	2903	2973	3088	3192	3202	3295	3416	3441	3569	3656	3681	3807	3855	3993	4077	4107	4180	4272	4360	4463	4509	4605	4704	4767	4805	4891	5004	5109	5183	5201	5287	5419	5516	5586	5647	5757	5817	5889	5958	6016	6114	6166	6308	6365
-0.5	14	85	233	261	398	416	499	570	662	728	801	950	1022	1041	1127	1252	1348	1435	1480	1569	1604	1712	1828	1880	1972	2041	2125	2232	2292	2369	2405	2492	2612	2690	2793	2818	2929	2995	3046	3173	3247	3346	3368	3462	3573	3669	3690	3788	3912	3999	4068	4093	4214	4279	4354	4404	4505	4585	4717	4732	4804	4915	4981	5042	5137	5260	5327	5398	5504	5599	5673	5746	5779	5907	5963	6072	6109	6229	6295	6326
0.5	69	153	218	309	368	435	513	604	682	779	859	930	1034	1097	1152	1263	1345	1396	1494	1530	1640	1702	1819	1845	1953	2062	2145	2219	2268	2329	2435	2493	2566	2672	2765	2817	2899	2971	3111	3150	3209	3280	3386	3444	3542	3608	3739	3772	3880	3930	4044	4105	4165	4275	4334	4457	4551	4613	4680	4751	4871	4926	4973	5064	5159	5276	5343	5384	5500	5522	5604	5680	5800	5846	5985	6065	6122	6181	6306	6391
-0.5	60	92	197	281	340	470	520	582	675	775	804	928	1021	1053	1168	1272	1311	1412	1511	1587	1617	1753	1820	1857	1925	2027	2124	2174	2315	2365	2433	2486	2638	2643	2776	2817	2936	3005	3044	3148	3226	3344	3432	3488	3558	3632	3689	3809	3856	3975	4047	4133	4183	4288	4364	4429	4498	4603	4713	4744	4802	4910	4974	5119	5124	5256	5298	5438	5517	5582	5627	5730	5793	5862	5966	6034	6093	6209	6291	6335
-0.5	15	130	167	307	384	468	517	604	650	725	874	891	988	1107	1120	1251	1327	1419	1488	1583	1656	1710	1820	1899	1920	2038	2121	2193	2288	2360	2437	2497	2629	2668	2735	2807	2897	3027	3046	3126	3252	3331	3382	3467	3555	3633	3758	3781	3880	3960	4053	4155	4216	4288	4397	4465	4557	4609	4698	4787	4845	4938	4971	5072	5158	5240	5294	5369	5488	5582	5630	5710	5773	5853	5959	6029	6146	6231	6307	6348
0.5	32	134	195	310	368	443	493	589	668	726	842	943	993	1116	1158	1204	1290	1432	1454	1568	1655	1704	1800	1847	1965	2056	2143	2166	2292	2371	2428	2537	2608	2707	2782	2807	2931	3022	3063	3155	3208	3297	3360	3441	3541	3667	3715	3806	3871	3999	4073	4099	4179	4309	4354	4455	4495	4581	4714	4771	4803	4923	5002	5055	5141	5257	5328	5416	5514	5592	5633	5720	5819	5886	5948	6032	6158	6223	6295	6338
0.5	67	128	198	290	380	428	548	636	649	776	854	950	1033	1072	1155	1214	1283	1420	1458	1557	1654	1750	1814	1849	1923	2049	2144	2185	2260	2343	2467	2503	2561	2709	2795	2859	2907	2972	3048	3198	3209	3342	3374	3482	3557	3632	3736	3813	3913	3946	4050	4103	4210	4314	4394	4458	4553	4589	4669	4776	4822	4945	4994	5043	5177	5203	5280	5383	5511	5573	5641	5745	5763	5911	5969	6011	6146	6212	6282	6376
-0.5	48	108	208	266	384	474	559	616	677	784	849	907	1013	1042	1131	1263	1345	1380	1456	1537	1677	1733	1807	1842	1971	2011	2081	2164	2240	2381	2415	2498	2560	2669	2774	2830	2911	2991	3088	3143	3208	3336	3366	3463	3585	3617	3744	3775	3863	3945	4003	4084	4225	4282	4371	4458	4533	4632	4691	4727	4810	4903	4977	5079	5147	5239	5359	5404	5456	5529	5679	5741	5761	5867	5942	6020	6100	6214	6273	6385
0.5	35	130	201	311	392	422	549	620	682	726	805	943	1011	1042	1186	1254	1358	1370	1497	1560	1646	1740	1827	1849	1942	2074	2155	2163	2280	2388	2423	2484	2622	2648	2779	2802	2908	3039	3071	3162	3249	3345	3421	3511	3592	3610	3712	3818	3860	3923	4016	4156	4239	4254	4330	4429	4527	4592	4717	4764	4859	4955	5038	5098	5191	5205	5325	5433	5488	5558	5670	5732	5784	5885	5969	6000	6147	6237	6250	6365
0.5	47	92	176	303	361	463	555	635	685	724	826	911	974	1086	1154	1271	1332	1387	1505	1599	1636	1711	1772	1898	1996	2014	2132	2218	2273	2394	2466	2487	2592	2665	2775	2832	2910	2978	3100	3190	3227	3332	3371	3463	3525	3627	3715	3789	3889	3922	4009	4085	4231	4247	4359	4407	4554	4571	4701	4760	4870	4880	4974	5044	5170	5235	5332	5377	5460	5531	5661	5740	5805	5845	5984	6040	6149	6174	6292	6371
0.5	51	121	234	247	372	464	531	610	709	793	838	885	975	1063	1132	1266	1300	1409	1467	1528	1624	1754	1813	1855	1982	2002	2089	2236	2303	2326	2448	2513	2605	2657	2748	2841	2929	3011	3052	3154	3229	3308	3432	3466	3523	3614	3706	3780	3892	3967	4074	4147	4178	4261	4371	4451	4539	4617	4703	4722	4821	4925	5029	5105	5144	5271	5335	5373	5443	5586	5613	5744	5827	5871	5959	6028	6148	6228	6267	6378
-0.5	31	138	194	284	345	421	508	616	679	737	834	902	1019	1096	1146	1267	1321	1372	1504	1596	1615	1759	1778	1875	1980	2023	2101	2210	2256	2367	2415	2559	2588	2674	2795	2811	2925	2978	3074	3148	3255	3332	3430	3442	3567	3638	3715	3772	3892	3976	4067	4084	4163	4304	4373	4442	4518	4590	4647	4795	4818	4910	4986	5113	5148	5257	5302	5425	5502	5581	5665	5706	5810	5871	5969	6028	6155	6163	6314	6346
-0.5	68	96	162	298	334	463	492	561	713	797	843	885	1034	1073	1191	1273	1321	1423	1493	1596	1655	1729	1820	1858	1920	2017	2136	2206	2253	2320	2462	2494	2628	2693	2779	2817	2941	2964	3063	3134	3268	3280	3379	3468	3542	3663	3726	3786	3917	3992	4002	4103	4201	4294	4335	4404	4559	4582	4700	4760	4829	4901	5005	5108	5176	5276	5319	5434	5454	5571	5622	5709	5770	5891	5982	6045	6099	6225	6272	6365
0.5	52	84	222	253	366	462	482	605	645	741	824	927	993	1115	1156	1204	1313	1389	1451	1546	1612	1687	1808	1898	1972	2057	2128	2188	2291	2321	2436	2553	2631	2700	2782	2835	2936	2992	3079	3171	3278	3282	3383	3511	3538	3664	3753	3804	3900	3937	4060	4104	4188	4290	4380	4401	4533	4610	4715	4722	4835	4934	4964	5056	5141	5232	5297	5435	5492	5536	5610	5729	5801	5851	5932	6075	6139	6196	6292	6343
-0.5	16	103	180	306	363	421	531	594	695	727	863	893	997	1072	1138	1274	1347	1423	1503	1546	1624	1719	1815	1845	1968	2045	2086	2167	2315	2345	2404	2553	2579	2676	2769	2819	2945	2974	3044	3132	3272	3346	3439	3480	3583	3620	3681	3765	3887	3990	4001	4084	4234	4290	4392	4402	4525	4597	4715	4775	4830	4902	5039	5085	5141	5239	5319	5374	5491	5592	5662	5747	5761	5904	5939	6028	6127	6195	6269	6341
-0.5	0	152	204	258	358	471	501	601	644	792	802	921	1020	1067	1164	1275	1317	1421	1488	1597	1636	1737	1839	1909	1996	2003	2116	2163	2266	2395	2408	2521	2594	2715	2781	2836	2950	2965	3054	3128	3277	3281	3376	3453	3540	3670	3745	3799	3908	3935	4076	4092	4216	4269	4359	4439	4543	4614	4654	4781	4809	4943	4998	5050	5138	5249	5329	5414	5516	5522	5651	5702	5805	5865	5971	6048	6104	6189	6311	6351
-0.5	75	133	232	319	393	468	493	637	676	760	800	948	1028	1051	1141	1214	1298	1417	1457	1549	1636	1743	1825	1847	1976	2016	2138	2162	2245	2326	2428	2499	2612	2717	2786	2806	2937	2973	3079	3196	3239	3300	3384	3463	3569	3615	3704	3820	3904	3943	4036	4118	4207	4256	4384	4458	4546	4592	4700	4753	4819	4880	4976	5051	5133	5268	5341	5431	5504	5553	5659	5755	5778	5860	5980	6050	6105	6203	6318	6388
0.5	68	140	212	258	372	453	553	605	697	760	833	958	1037	1050	1154	1220	1308	1376	1510	1569	1660	1723	1770	1885	1985	2003	2101	2178	2309	2379	2445	2544	2566	2693	2751	2823	2895	3038	3068	3154	3277	3281	3405	3500	3553	3633	3741	3839	3844	3921	4048	4081	4221	4247	4399	4433	4533	4606	4705	4787	4878	4886	4961	5050	5153	5212	5307	5417	5494	5532	5641	5726	5807	5847	5999	6043	6100	6217	6245	6322
-0.5	19	100	214	241	353	473	501	601	648	789	804	911	997	1100	1129	1218	1295	1407	1504	1557	1629	1751	1777	1881	1927	2018	2082	2182	2299	2351	2444	2504	2601	2696	2761	2854	2954	2966	3063	3177	3272	3331	3410	3493	3567	3638	3690	3776	3870	3958	4071	4108	4162	4260	4356	4427	4558	4596	4685	4769	4808	4898	5019	5081	5154	5275	5320	5373	5488	5521	5659	5744	5799	5858	5995	6067	6101	6166	6275	6382
